title,price,sold,location,link
Rolled Oat 1 Kg Regular Gandum Kasar Organik Premium,22.900,"7,4RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Rolled-Oat-1-Kg-Regular-Gandum-Kasar-Organik-Premium-i.201821652.6951760296?sp_atk=751620f5-56ca-4770-a7d6-cbf768ec2423&xptdk=751620f5-56ca-4770-a7d6-cbf768ec2423
Jamu Gemuk Sehat Gs no 1,2.000,"1,2RB Terjual",KOTA DEPOK,https://shopee.co.id/Jamu-Gemuk-Sehat-Gs-no-1-i.165084073.2522257292?sp_atk=bd03c104-3479-4db2-8d1c-9664dd4fa874&xptdk=bd03c104-3479-4db2-8d1c-9664dd4fa874
Muesli Dried Fruit Mix 1 Kg Safiya Sereal Makanan Ringan - Sereal Diet Sehat Alami Oatmeal,56.500,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Muesli-Dried-Fruit-Mix-1-Kg-Safiya-Sereal-Makanan-Ringan-Sereal-Diet-Sehat-Alami-Oatmeal-i.84134658.16964128831?sp_atk=7048574e-bcd8-4034-a638-f464b731bea0&xptdk=7048574e-bcd8-4034-a638-f464b731bea0
SALE !!! Quaker 3 in 1 Berry Burst 224 GRAM (28 GRAM x 8 SACHET),24.900,556 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/SALE-!!!-Quaker-3-in-1-Berry-Burst-224-GRAM-(28-GRAM-x-8-SACHET)-i.188182466.19689498045?sp_atk=389d3fd3-989e-4c38-8f14-268b0e48f42b&xptdk=389d3fd3-989e-4c38-8f14-268b0e48f42b
Godongan Sehat Tangkur Herbal,35.000,"1,1RB Terjual",KOTA JAKARTA PUSAT,https://shopee.co.id/Godongan-Sehat-Tangkur-Herbal-i.502021059.12580303449?sp_atk=1c1b0d9e-3ab8-432d-9a26-73aca768c57f&xptdk=1c1b0d9e-3ab8-432d-9a26-73aca768c57f
Jamu GS no 1 / gemuk sehat,27.000,204 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Jamu-GS-no-1-gemuk-sehat-i.147863798.2815895122?sp_atk=93cec854-fad4-4197-9329-7123ff131677&xptdk=93cec854-fad4-4197-9329-7123ff131677
PROMO [COD] Minuman Kunyit Bubuk Instant 460 gr Griya Nature dengan Gula Asli | Wedang Kunir Instan Super Premium Sehat Tradisional | Jamu Herbal Rempah Serbuk Turmeric | Obat Asam Lambung Kronis Maag Gerd Melancarkan Haid,32.500,116 Terjual,KAB. SIDOARJO,https://shopee.co.id/PROMO-COD-Minuman-Kunyit-Bubuk-Instant-460-gr-Griya-Nature-dengan-Gula-Asli-Wedang-Kunir-Instan-Super-Premium-Sehat-Tradisional-Jamu-Herbal-Rempah-Serbuk-Turmeric-Obat-Asam-Lambung-Kronis-Maag-Gerd-Melancarkan-Haid-i.679036041.16304065436?sp_atk=7bce42b2-f696-4ea5-b51c-dcca8911b085&xptdk=7bce42b2-f696-4ea5-b51c-dcca8911b085
Sari Kurma SAHARA Tropical Fruit ( Sarikurma Plus Jambu Biji Merah),22.950,"2,2RB Terjual",KOTA SURABAYA,https://shopee.co.id/Sari-Kurma-SAHARA-Tropical-Fruit-(-Sarikurma-Plus-Jambu-Biji-Merah)-i.6030054.459490079?sp_atk=ca43625e-6dcd-4b58-be4b-0bce220616a9&xptdk=ca43625e-6dcd-4b58-be4b-0bce220616a9
NUTRIFLAKES ORIGINAL - Sereal Sehat Umbi Garut Atasi Masalah Lambung Maag Anxiet Gerd Tanpa Efek Samping,95.000,512 Terjual,KOTA MALANG,https://shopee.co.id/NUTRIFLAKES-ORIGINAL-Sereal-Sehat-Umbi-Garut-Atasi-Masalah-Lambung-Maag-Anxiet-Gerd-Tanpa-Efek-Samping-i.948098623.23884532056?sp_atk=c073beec-ee99-4e2d-8e99-379a36b56f05&xptdk=c073beec-ee99-4e2d-8e99-379a36b56f05
GULA SEHAT RENDAH KALORI PS7 150GR,14.000,153 Terjual,KOTA MEDAN,https://shopee.co.id/GULA-SEHAT-RENDAH-KALORI-PS7-150GR-i.8152951.17892093975?sp_atk=a4ce324f-31a2-4951-9196-df2382b66d4a&xptdk=a4ce324f-31a2-4951-9196-df2382b66d4a
Kurmaqu Obat Penambah Nafsu Makan Penggemuk Badan Kurmaku Penggemuk Badan Kurmaqu Sari Kurma Plus Royal Jelly Madu Gemuk Sehat Suplemen Vitamin Penggemuk Badan Anak dan Dewasa,60.000,"1,2RB Terjual",KOTA BANDUNG,https://shopee.co.id/Kurmaqu-Obat-Penambah-Nafsu-Makan-Penggemuk-Badan-Kurmaku-Penggemuk-Badan-Kurmaqu-Sari-Kurma-Plus-Royal-Jelly-Madu-Gemuk-Sehat-Suplemen-Vitamin-Penggemuk-Badan-Anak-dan-Dewasa-i.533053031.23017538709?sp_atk=341648b3-916d-4e97-9aa3-bbd8b9099f9f&xptdk=341648b3-916d-4e97-9aa3-bbd8b9099f9f
Muesli Fruit and Seed 1 Kg Sereal Sehat Authentic Safiya Food,54.400,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Muesli-Fruit-and-Seed-1-Kg-Sereal-Sehat-Authentic-Safiya-Food-i.299419124.16364425162?sp_atk=94da364c-52c6-4f7e-b7fb-4f217b02ce75&xptdk=94da364c-52c6-4f7e-b7fb-4f217b02ce75
ALAMI CUKA APEL MURNI 500 ML MENU DIET SEHAT ALAMI HERBAL CUKA APEL ALAMI ALAM INDONESIA,32.500,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/ALAMI-CUKA-APEL-MURNI-500-ML-MENU-DIET-SEHAT-ALAMI-HERBAL-CUKA-APEL-ALAMI-ALAM-INDONESIA-i.231199577.21384330930?sp_atk=ca7417dc-0926-4024-9e3a-8e105a4ec2f0&xptdk=ca7417dc-0926-4024-9e3a-8e105a4ec2f0
Muesli Safiya 500 gr – Sereal Oatmeal Sarapan Sehat Makanan Ringan | Healthy Food,30.400,"2,4RB Terjual",KOTA SURABAYA,https://shopee.co.id/Muesli-Safiya-500-gr-–-Sereal-Oatmeal-Sarapan-Sehat-Makanan-Ringan-Healthy-Food-i.185313401.20303720032?sp_atk=3f399142-84ad-4d8d-9394-dcb56e17bd83&xptdk=3f399142-84ad-4d8d-9394-dcb56e17bd83
ANEKA Cemilan Sehat Snack Import Kripik Sayur Buah Kering Campuran 12 Macam (250gr),45.600,"2,1RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/ANEKA-Cemilan-Sehat-Snack-Import-Kripik-Sayur-Buah-Kering-Campuran-12-Macam-(250gr)-i.994382543.18588353767?sp_atk=0e0c3097-4473-4164-aa66-389830a9a4dd&xptdk=0e0c3097-4473-4164-aa66-389830a9a4dd
Quick Oat 1 kg / Oatmeal Sarapan Sehat dan Cocok Untuk Diet,29.800,10RB+ Terjual,KOTA DEPOK,https://shopee.co.id/Quick-Oat-1-kg-Oatmeal-Sarapan-Sehat-dan-Cocok-Untuk-Diet-i.242572785.6562182751?sp_atk=fb91db11-830a-42fe-8a7e-a2447bfcb12f&xptdk=fb91db11-830a-42fe-8a7e-a2447bfcb12f
Muesli Safiya 500 gr Sereal Makanan Ringan dan Sarapan Sehat Premium,29.900,"2,3RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Muesli-Safiya-500-gr-Sereal-Makanan-Ringan-dan-Sarapan-Sehat-Premium-i.201821652.10895096334?sp_atk=77884fca-bd4c-4f64-be9e-0e2e9807d81c&xptdk=77884fca-bd4c-4f64-be9e-0e2e9807d81c
"SUPER TRAIL MIX 125GR - Almond, Cashew, Raisin, Pumpkin Seed, Flaxseed, Sunflower Seed",19.000,"6,9RB Terjual",KOTA BANDUNG,https://shopee.co.id/SUPER-TRAIL-MIX-125GR-Almond-Cashew-Raisin-Pumpkin-Seed-Flaxseed-Sunflower-Seed-i.15348253.7241595786?sp_atk=fc505570-9d0f-4fcc-9ebe-db546431b02b&xptdk=fc505570-9d0f-4fcc-9ebe-db546431b02b
Granola Timur Tengah 500gr Almond Mete | Sereal Oatmeal Diet Sehat,49.900,10RB+ Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Granola-Timur-Tengah-500gr-Almond-Mete-Sereal-Oatmeal-Diet-Sehat-i.201821652.8182078601?sp_atk=f23a8c37-8487-4dc7-80b6-0a2b09c5ff3d&xptdk=f23a8c37-8487-4dc7-80b6-0a2b09c5ff3d
URSNACKS PAKET HEMAT BUNDLE 4 - FREEZE DRIED KERIPIK SEHAT DURIAN 32gr + MANGO 32gr + STRAWBERRY 22gr + APPLE 22gr BUAH VAKUM SEHAT LOW SUGAR,170.800,274 Terjual,KOTA TANGERANG,https://shopee.co.id/URSNACKS-PAKET-HEMAT-BUNDLE-4-FREEZE-DRIED-KERIPIK-SEHAT-DURIAN-32gr-MANGO-32gr-STRAWBERRY-22gr-APPLE-22gr-BUAH-VAKUM-SEHAT-LOW-SUGAR-i.1053313079.23556673355?sp_atk=c2fbf3d2-4a11-4161-98ce-7628bfeedf18&xptdk=c2fbf3d2-4a11-4161-98ce-7628bfeedf18
OUFEN LOTUS ROOT POWDER BUBUK AKAR TERATAI HEALTHY FOOD,39.500,"5,5RB Terjual",KOTA JAKARTA UTARA,https://shopee.co.id/OUFEN-LOTUS-ROOT-POWDER-BUBUK-AKAR-TERATAI-HEALTHY-FOOD-i.640784227.23167291353?sp_atk=2ed80133-bc86-46ce-88bc-ea664910bbe8&xptdk=2ed80133-bc86-46ce-88bc-ea664910bbe8
Obat Asam Lambung Maag Kronis Gerd Madu Herbal Lambung Sehat Original,135.000,42 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/Obat-Asam-Lambung-Maag-Kronis-Gerd-Madu-Herbal-Lambung-Sehat-Original-i.189487104.12166714936?sp_atk=0fa95923-e639-4155-8c2b-d59c337c2e4b&xptdk=0fa95923-e639-4155-8c2b-d59c337c2e4b
Madu Sehat Super Pahit Ar Rasyid Arrasyid 500 gram,43.400,"1,5RB Terjual",KOTA BANDUNG,https://shopee.co.id/Madu-Sehat-Super-Pahit-Ar-Rasyid-Arrasyid-500-gram-i.9271889.451461524?sp_atk=6ee775b3-b4a0-4927-8554-7a837f9afada&xptdk=6ee775b3-b4a0-4927-8554-7a837f9afada
(HALAL) Cemilan Snack Sayur Buah Kering | Dried vegetable and fruit 250gr| Snack Sehat Diet | Guilty Free Snack,44.990,599 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/(HALAL)-Cemilan-Snack-Sayur-Buah-Kering-Dried-vegetable-and-fruit-250gr-Snack-Sehat-Diet-Guilty-Free-Snack-i.63779390.20794949152?sp_atk=de1d977d-a3f2-4331-bd67-2865aac9dbe2&xptdk=de1d977d-a3f2-4331-bd67-2865aac9dbe2
mGanik Multigrain Labu Kuning 1 Box isi 20 Sachet 500gr Superfood Diet Diabetes Herbal Alami Vegan Protein Nabati Fitonutrien Low GI Low Calorie,90.000,362 Terjual,KOTA MEDAN,https://shopee.co.id/mGanik-Multigrain-Labu-Kuning-1-Box-isi-20-Sachet-500gr-Superfood-Diet-Diabetes-Herbal-Alami-Vegan-Protein-Nabati-Fitonutrien-Low-GI-Low-Calorie-i.251659486.23027210177?sp_atk=2f7baa57-4365-45aa-98bc-1696d1d36232&xptdk=2f7baa57-4365-45aa-98bc-1696d1d36232
Instant Oat / Quick Rolled Oat 1kg,22.900,"4,4RB Terjual",KOTA JAKARTA PUSAT,https://shopee.co.id/Instant-Oat-Quick-Rolled-Oat-1kg-i.31879485.11214411546?sp_atk=1e57a8c1-ec5c-41da-a7d0-3753a9819121&xptdk=1e57a8c1-ec5c-41da-a7d0-3753a9819121
Bunga Telang / butterfly pea 15gram Pewarna Alami Herbal Organik dan Sehat,7.000,"5,7RB Terjual",KOTA SURABAYA,https://shopee.co.id/Bunga-Telang-butterfly-pea-15gram-Pewarna-Alami-Herbal-Organik-dan-Sehat-i.8912632.6923594107?sp_atk=13262fc5-e79b-4b0f-a9db-583ed9c9ab56&xptdk=13262fc5-e79b-4b0f-a9db-583ed9c9ab56
Bubuk Kacang Hijau 1 Kg Organik Super Food Multivitamin Pure,16.000,366 Terjual,KAB. SITUBONDO,https://shopee.co.id/Bubuk-Kacang-Hijau-1-Kg-Organik-Super-Food-Multivitamin-Pure-i.517928569.15071533176?sp_atk=3522af62-4416-405e-a911-8dac5bc55d1a&xptdk=3522af62-4416-405e-a911-8dac5bc55d1a
STEVIA STEFIA NOL NO NON KALORI ORI GINAL 15 ML GULA DIET DIABETES,45.000,64 Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/STEVIA-STEFIA-NOL-NO-NON-KALORI-ORI-GINAL-15-ML-GULA-DIET-DIABETES-i.59098941.14302787148?sp_atk=039fce1b-b19e-4e19-b494-392604d3d787&xptdk=039fce1b-b19e-4e19-b494-392604d3d787
PROMO [COD] Minuman Kunyit Beluntas Bubuk Instant 250 gr Griya Nature dengan Gula Asli Wedang Kunir Luntas Instan Minuman Sehat Tradisional Curcuma Jamu Obat Herbal Serbuk Instant Penghilang Bau Badan Mulut Rempah Sehat Wanita Detox Rahim Antiaging,18.500,267 Terjual,KAB. SIDOARJO,https://shopee.co.id/PROMO-COD-Minuman-Kunyit-Beluntas-Bubuk-Instant-250-gr-Griya-Nature-dengan-Gula-Asli-Wedang-Kunir-Luntas-Instan-Minuman-Sehat-Tradisional-Curcuma-Jamu-Obat-Herbal-Serbuk-Instant-Penghilang-Bau-Badan-Mulut-Rempah-Sehat-Wanita-Detox-Rahim-Antiaging-i.679036041.16439588247?sp_atk=8d64c3fd-d29a-4254-9792-a08513b90a5d&xptdk=8d64c3fd-d29a-4254-9792-a08513b90a5d
MUESLI SAFIYA 1 KG DRIED FRUIT AND SEED SEREAL SEHAT,52.500,400 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/MUESLI-SAFIYA-1-KG-DRIED-FRUIT-AND-SEED-SEREAL-SEHAT-i.187083215.23842464830?sp_atk=256f93c5-96a8-4022-9f1d-c4c9c7c703dd&xptdk=256f93c5-96a8-4022-9f1d-c4c9c7c703dd
LEMOVITA 250ML SARI LEMON ORIGINAL/SARI LEMON DIET/ LEMON VITA OFFICIAL/LEMOVITA SARI LEMON,15.000,"1,5RB Terjual",KOTA BANDA ACEH,https://shopee.co.id/LEMOVITA-250ML-SARI-LEMON-ORIGINAL-SARI-LEMON-DIET-LEMON-VITA-OFFICIAL-LEMOVITA-SARI-LEMON-i.955894906.20689680120?sp_atk=3f120bfe-d156-4b13-bb95-eb9b22adfcd6&xptdk=3f120bfe-d156-4b13-bb95-eb9b22adfcd6
[LIVE] [14 Pouch] Coolvita Slimkeep Minuman Fiber Detox dengan Enzim Pendamping Diet Pelangsing Badan Rasa Ekstrak Buah dan Sayuran 2 Box,99.900,"1,2RB Terjual",KOTA TANGERANG,https://shopee.co.id/-LIVE-14-Pouch-Coolvita-Slimkeep-Minuman-Fiber-Detox-dengan-Enzim-Pendamping-Diet-Pelangsing-Badan-Rasa-Ekstrak-Buah-dan-Sayuran-2-Box-i.463772220.22449693697?sp_atk=328bbeb3-2a1d-4264-b93d-04af5ab05119&xptdk=328bbeb3-2a1d-4264-b93d-04af5ab05119
DetoGreen Bundling Super Hemat Teh dan Madu Sistem Pencernaan Membersihkan Usus Kotor Teh Diet Sehat Aman dan Ampuh Alami,189.000,63 Terjual,KAB. BEKASI,https://shopee.co.id/DetoGreen-Bundling-Super-Hemat-Teh-dan-Madu-Sistem-Pencernaan-Membersihkan-Usus-Kotor-Teh-Diet-Sehat-Aman-dan-Ampuh-Alami-i.695651618.21294594435?sp_atk=21fec88b-9669-4e46-8437-685c52ee2eaf&xptdk=21fec88b-9669-4e46-8437-685c52ee2eaf
Azbo Teh Kopasanda 75gr BPOM Awet Sehat Teh Herbal Alami Azalea Botanicals Mengobati Lambung Mengatasi Maag Mengatasi Gerd Obat Maag Obat Lambung Menjaga Kesehatan Liver Obat Maag Herbal Obat Asam Lambung Insomnia Asam Urat Batuk Diabetes Sakit Pinggang,68.000,406 Terjual,KOTA BANDUNG,https://shopee.co.id/Azbo-Teh-Kopasanda-75gr-BPOM-Awet-Sehat-Teh-Herbal-Alami-Azalea-Botanicals-Mengobati-Lambung-Mengatasi-Maag-Mengatasi-Gerd-Obat-Maag-Obat-Lambung-Menjaga-Kesehatan-Liver-Obat-Maag-Herbal-Obat-Asam-Lambung-Insomnia-Asam-Urat-Batuk-Diabetes-Sakit-Pinggang-i.53062455.21827776062?sp_atk=49026a18-9362-454f-b5d6-d8ea3091f8b5&xptdk=49026a18-9362-454f-b5d6-d8ea3091f8b5
Paket Diet Sehat (Sari lemon + Chia seed),30.000,113 Terjual,KOTA PALEMBANG,https://shopee.co.id/Paket-Diet-Sehat-(Sari-lemon-Chia-seed)-i.446775932.23756922649?sp_atk=4dacb411-b28c-44fc-bbde-9a25fca7dfa4&xptdk=4dacb411-b28c-44fc-bbde-9a25fca7dfa4
NUTRIFLAKES Seral Umbi Garut dengan Formulasi Herbal Alami Kenyang Aman Sehat dan Nyaman,95.000,585 Terjual,KAB. CILACAP,https://shopee.co.id/NUTRIFLAKES-Seral-Umbi-Garut-dengan-Formulasi-Herbal-Alami-Kenyang-Aman-Sehat-dan-Nyaman-i.895214987.19462994837?sp_atk=5f2f2c37-452e-4c4a-b2ae-c80a1a014244&xptdk=5f2f2c37-452e-4c4a-b2ae-c80a1a014244
OuFen Lotus Root Powder Bubuk Akar Teratai Yam Corn Porridge meizhoushike Healthy Food Makanan Diet,56.000,91 Terjual,KOTA MEDAN,https://shopee.co.id/OuFen-Lotus-Root-Powder-Bubuk-Akar-Teratai-Yam-Corn-Porridge-meizhoushike-Healthy-Food-Makanan-Diet-i.12581894.22727188589?sp_atk=62137540-f7c4-4100-b12f-5b1e8a09aa98&xptdk=62137540-f7c4-4100-b12f-5b1e8a09aa98
Muesli Fruit and Seed 500 gram Sereal Sehat Authentic Safiya Food,29.900,"9,8RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/Muesli-Fruit-and-Seed-500-gram-Sereal-Sehat-Authentic-Safiya-Food-i.299419124.17764199834?sp_atk=1a56d4e9-d9c4-40d7-8d28-130bad53ded2&xptdk=1a56d4e9-d9c4-40d7-8d28-130bad53ded2
FLIMEAL 1 BOX ISI 12 BPOM HALAL MINUMAN MEAL REPLACEMENT FLIMMEAL BY FLIMTY FIBER ORIGINAL PELANGSING  DIET ORI COKLAT SUSU SACHET SACET ASLI BY SEREAL OFFICIAL SHOP DAN FLIMIL FLIMEL FLIM MEAL ORI STORE VEGAN,206.100,10RB+ Terjual,KOTA SURABAYA,https://shopee.co.id/FLIMEAL-1-BOX-ISI-12-BPOM-HALAL-MINUMAN-MEAL-REPLACEMENT-FLIMMEAL-BY-FLIMTY-FIBER-ORIGINAL-PELANGSING-DIET-ORI-COKLAT-SUSU-SACHET-SACET-ASLI-BY-SEREAL-OFFICIAL-SHOP-DAN-FLIMIL-FLIMEL-FLIM-MEAL-ORI-STORE-VEGAN-i.62965605.9034884189?sp_atk=2678da43-ad88-45fa-96a1-462dca6b8c61&xptdk=2678da43-ad88-45fa-96a1-462dca6b8c61
OBAT DIET PELANGSING HERBAL NABATI SLIM 7Days/15Days,149.000,347 Terjual,KOTA PEMATANG SIANTAR,https://shopee.co.id/OBAT-DIET-PELANGSING-HERBAL-NABATI-SLIM-7Days-15Days-i.68177779.7868118481?sp_atk=a417a6a6-fce1-4a87-8d3b-756a08564972&xptdk=a417a6a6-fce1-4a87-8d3b-756a08564972
Paket Diet Lemon Chia Seed 100gr & Lemovita 250ml Madu Multiflora 250ml,47.000,10RB+ Terjual,KOTA SURAKARTA (SOLO),https://shopee.co.id/Paket-Diet-Lemon-Chia-Seed-100gr-Lemovita-250ml-Madu-Multiflora-250ml-i.61316931.22643028565?sp_atk=c446e4f3-6dd9-41c0-8a21-ff72fdc0c0fd&xptdk=c446e4f3-6dd9-41c0-8a21-ff72fdc0c0fd
1Kg Natural Rolled Oat Original / Gandum Utuh / Oatmel Sehat Best Quality Premium,24.900,"5,4RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/1Kg-Natural-Rolled-Oat-Original-Gandum-Utuh-Oatmel-Sehat-Best-Quality-Premium-i.84134658.3952462078?sp_atk=1dcf6b04-2467-4a03-b930-397db5800d50&xptdk=1dcf6b04-2467-4a03-b930-397db5800d50
𝐍𝐮𝐭𝐫𝐢𝐟𝐥𝐚𝐤𝐞𝐬 𝐎𝐑𝐈𝐆𝐈𝐍𝐀𝐋 - Minuman Umbi Garut & Ekstrak Daun Kelor Cukupi Kebutuhan Serat Harian & Kebutuhan Vitamin Kontrol Kadar Gula Darah Sarapan Diet Penurun Berat Badan BB Lancarkan Pencernaan Sumber Vitamin & Serat Sehatsae_Store Nutriflakes,95.000,"3,4RB Terjual",KOTA BANDUNG,https://shopee.co.id/𝐍𝐮𝐭𝐫𝐢𝐟𝐥𝐚𝐤𝐞𝐬-𝐎𝐑𝐈𝐆𝐈𝐍𝐀𝐋-Minuman-Umbi-Garut-Ekstrak-Daun-Kelor-Cukupi-Kebutuhan-Serat-Harian-Kebutuhan-Vitamin-Kontrol-Kadar-Gula-Darah-Sarapan-Diet-Penurun-Berat-Badan-BB-Lancarkan-Pencernaan-Sumber-Vitamin-Serat-Sehatsae_Store-Nutriflakes-i.33452740.12426840500?sp_atk=dce6124f-957d-47cd-8c5e-d464f597f845&xptdk=dce6124f-957d-47cd-8c5e-d464f597f845
URSNACKS Bundle Of 2 - Freeze Dried Keripik Sehat Strawberry + Mango,83.380,"2,5RB Terjual",KOTA TANGERANG,https://shopee.co.id/URSNACKS-Bundle-Of-2-Freeze-Dried-Keripik-Sehat-Strawberry-Mango-i.1027119997.16798181737?sp_atk=e43c6b31-996c-43f7-a2dc-7ad601cb97f4&xptdk=e43c6b31-996c-43f7-a2dc-7ad601cb97f4
EAST BALI CASHEWS - YAVA Granola Bites 125g - Snack Diet - Sarapan Sehat - Cemilan Muesli,27.900,4RB Terjual,KOTA SURABAYA,https://shopee.co.id/EAST-BALI-CASHEWS-YAVA-Granola-Bites-125g-Snack-Diet-Sarapan-Sehat-Cemilan-Muesli-i.409558154.9474698568?sp_atk=91191ff9-30d2-4186-bd37-bb170e35e6db&xptdk=91191ff9-30d2-4186-bd37-bb170e35e6db
USUS PEDAS DAUN JERUK ISI 100GRAM ENAK CEMILAN SEHAT,6.000,815 Terjual,KAB. BOGOR,https://shopee.co.id/USUS-PEDAS-DAUN-JERUK-ISI-100GRAM-ENAK-CEMILAN-SEHAT-i.178726738.16199564204?sp_atk=65fec014-9ede-4e6e-b699-edcd43ffb380&xptdk=65fec014-9ede-4e6e-b699-edcd43ffb380
Nutriflakes | Sereal Sehat Dari Umbi Garut dan Daun Kelor Solusi Atasi Asam Lambung Maag Akut GERD Diet Tingkatkan Antibody Imunitas Tubuh isi 280gr,95.000,453 Terjual,KOTA SEMARANG,https://shopee.co.id/Nutriflakes-Sereal-Sehat-Dari-Umbi-Garut-dan-Daun-Kelor-Solusi-Atasi-Asam-Lambung-Maag-Akut-GERD-Diet-Tingkatkan-Antibody-Imunitas-Tubuh-isi-280gr-i.923621692.21669771325?sp_atk=de356de0-ba89-4d9b-bfbf-d77ff997e551&xptdk=de356de0-ba89-4d9b-bfbf-d77ff997e551
"TRAIL MIX CEMILAN SEHAT 1KG (ALMOND,MEDE,RAISIN,WALNUT,CRANBERRY,CIASEED,FLEKSEED)",106.900,691 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/TRAIL-MIX-CEMILAN-SEHAT-1KG-(ALMOND-MEDE-RAISIN-WALNUT-CRANBERRY-CIASEED-FLEKSEED)-i.137550831.19584224546?sp_atk=16849720-2b25-4c86-b710-9e726c1cfe76&xptdk=16849720-2b25-4c86-b710-9e726c1cfe76
Kiranti Minuman Sehat Alami - Netto 150 mL,10.000,"6,7RB Terjual",KOTA BANDUNG,https://shopee.co.id/Kiranti-Minuman-Sehat-Alami-Netto-150-mL-i.1521932.9816090278?sp_atk=a5cef3ef-2df8-49f8-b83b-e5f776010399&xptdk=a5cef3ef-2df8-49f8-b83b-e5f776010399
Granola Snack tinggi serat 100grm/sarapan sehat diet/snack PROMIL,15.000,2RB Terjual,KAB. SIDOARJO,https://shopee.co.id/Granola-Snack-tinggi-serat-100grm-sarapan-sehat-diet-snack-PROMIL-i.27488592.13042068717?sp_atk=bb0a3024-0419-45b8-b1c1-a4045654a462&xptdk=bb0a3024-0419-45b8-b1c1-a4045654a462
PAKET HEMAT CHIA SEED 100gr + LEMOVITA 250ml Paket Jus diet,27.000,"4,5RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/PAKET-HEMAT-CHIA-SEED-100gr-LEMOVITA-250ml-Paket-Jus-diet-i.153815357.20590956992?sp_atk=9788bd28-0f35-4f52-a756-967ecb9f3d00&xptdk=9788bd28-0f35-4f52-a756-967ecb9f3d00
Keripik Mix Sayur Toples Mix Veggies Krispi Cemilan Diet Snack Sehat Snack Diet 300ml 700ml 1L,81.500,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/Keripik-Mix-Sayur-Toples-Mix-Veggies-Krispi-Cemilan-Diet-Snack-Sehat-Snack-Diet-300ml-700ml-1L-i.240336472.10875648588?sp_atk=275577b0-f85c-4558-997d-47d9026c4761&xptdk=275577b0-f85c-4558-997d-47d9026c4761
bubuk lotus akar teratai makanan diet healthy food // kemasan kaleng,39.000,772 Terjual,KOTA MEDAN,https://shopee.co.id/bubuk-lotus-akar-teratai-makanan-diet-healthy-food-kemasan-kaleng-i.899784667.19894869108?sp_atk=86e58543-8a23-40c6-983a-cc06f945e94e&xptdk=86e58543-8a23-40c6-983a-cc06f945e94e
CEMILAN SEHAT OBAT ASAM LAMBUNG ALAMI - MAKANAN RINGAN UNTUK PENDERITA MAAG/GERD - SAVIOR SNACK TRAIL MIX,25.000,75 Terjual,KAB. TASIKMALAYA,https://shopee.co.id/CEMILAN-SEHAT-OBAT-ASAM-LAMBUNG-ALAMI-MAKANAN-RINGAN-UNTUK-PENDERITA-MAAG-GERD-SAVIOR-SNACK-TRAIL-MIX-i.448550119.13720948478?sp_atk=4ab8b623-11e9-4541-9bb0-d4f1a9849c6c&xptdk=4ab8b623-11e9-4541-9bb0-d4f1a9849c6c
Muesli Safiya 1kg dan 500 gr - Muesli Sereal Makanan Ringan,56.500,10RB+ Terjual,KOTA BANDUNG,https://shopee.co.id/Muesli-Safiya-1kg-dan-500-gr-Muesli-Sereal-Makanan-Ringan-i.126596496.16164407041?sp_atk=c6d193a9-9fac-477d-965e-4f8f2ead5284&xptdk=c6d193a9-9fac-477d-965e-4f8f2ead5284
GRANOLA BLUEBERRY 500 GRAM SEREAL TIMUR TENGAH MENU SARAPAN SEHAT SEREAL MAKAN PAGI SEREAL SEHAT MENU DIET GRANOLA RASA BLUEBERRY SEREAL RASA BLUEBERY BLUBERI,59.200,190 Terjual,KOTA PEKANBARU,https://shopee.co.id/GRANOLA-BLUEBERRY-500-GRAM-SEREAL-TIMUR-TENGAH-MENU-SARAPAN-SEHAT-SEREAL-MAKAN-PAGI-SEREAL-SEHAT-MENU-DIET-GRANOLA-RASA-BLUEBERRY-SEREAL-RASA-BLUEBERY-BLUBERI-i.100865956.22842394633?sp_atk=17356c38-b6d3-40b5-a861-f1824543a110&xptdk=17356c38-b6d3-40b5-a861-f1824543a110
